plu,campaign,clasificacion,TIPO_PRENDA,color_comercial,codigo_color,TALLA_EDAD,grupo_articulo,dda,fac,precio,upe,color
994959,3,Moda,OVERALL,Indigo Claro,Indigo Claro,2 to 5 years,OVERALL,91.0,91,89990.0,0.00011248357554384571,Blue
994961,3,Moda,OVERALL,Indigo Claro,Indigo Claro,2 to 5 years,OVERALL,116.0,116,89990.0,0.00011495574203931495,Blue
994963,3,Moda,OVERALL,Indigo Claro,Indigo Claro,2 to 5 years,OVERALL,140.0,140,89990.0,0.000114955742039315,Blue
994965,3,Moda,OVERALL,Indigo Claro,Indigo Claro,2 to 5 years,OVERALL,212.0,211,89990.0,0.00011888106006016973,Blue
995138,3,Moda,ENTERIZO EXTERIOR,Blanco,Blanco 10-0000,2 to 5 years,ENTERIZO EXTERIOR,26.0,26,75990.0,0.00011495574203931488,White
995140,3,Moda,ENTERIZO EXTERIOR,Blanco,Blanco 10-0000,2 to 5 years,ENTERIZO EXTERIOR,40.0,40,75990.0,0.00011215194345299005,White
995142,3,Moda,ENTERIZO EXTERIOR,Blanco,Blanco 10-0000,2 to 5 years,ENTERIZO EXTERIOR,67.0,67,75990.0,0.00011326521642108946,White
995144,3,Moda,ENTERIZO EXTERIOR,Blanco,Blanco 10-0000,2 to 5 years,ENTERIZO EXTERIOR,78.0,78,75990.0,0.00011350060606413355,White
995146,3,Moda,ENTERIZO EXTERIOR,Blanco,Blanco 10-0000,2 to 5 years,ENTERIZO EXTERIOR,124.0,124,75990.0,0.0001131310477212306,White
995192,3,Moda,ENTERIZO EXTERIOR,Rosado,Rosado 13-1409,6 to 16 years,ENTERIZO EXTERIOR,103.0,76,75990.0,0.00011495574203931487,Pink
995194,3,Moda,ENTERIZO EXTERIOR,Rosado,Rosado 13-1409,6 to 16 years,ENTERIZO EXTERIOR,93.0,88,75990.0,0.0001125356211542766,Pink
995196,3,Moda,ENTERIZO EXTERIOR,Rosado,Rosado 13-1409,6 to 16 years,ENTERIZO EXTERIOR,93.0,83,75990.0,0.00011495574203931484,Pink
995198,3,Moda,ENTERIZO EXTERIOR,Rosado,Rosado 13-1409,6 to 16 years,ENTERIZO EXTERIOR,91.0,91,75990.0,0.0001137062231041049,Pink
995202,3,Moda,ENTERIZO EXTERIOR,Rosado,Rosado 13-1409,6 to 16 years,ENTERIZO EXTERIOR,42.0,40,75990.0,0.00011495574203931481,Pink
995204,3,Moda,ENTERIZO EXTERIOR,Rosado,Rosado 13-1409,6 to 16 years,ENTERIZO EXTERIOR,99.0,83,75990.0,0.00011612875981522626,Pink
995985,3,Moda,CONJUNTO,Rosado/ Gris Jaspe,Rosado 13-1409,0 to 24 months,CONJUNTO,21.0,21,69990.0,0.00012070352914128062,Mix
995986,3,Moda,CONJUNTO,Rosado/ Gris Jaspe,Rosado 13-1409,0 to 24 months,CONJUNTO,70.0,70,69990.0,0.00011333664708101448,Mix
995987,3,Moda,CONJUNTO,Rosado/ Gris Jaspe,Rosado 13-1409,0 to 24 months,CONJUNTO,150.0,150,69990.0,0.00011572725708655873,Mix
995988,3,Moda,CONJUNTO,Rosado/ Gris Jaspe,Rosado 13-1409,0 to 24 months,CONJUNTO,37.0,37,69990.0,0.00011814895709596247,Mix
995989,3,Moda,CONJUNTO,Rosado/ Gris Jaspe,Rosado 13-1409,0 to 24 months,CONJUNTO,63.0,63,69990.0,0.00011872478276191519,Mix
999583,7,Moda,CAMISETA MANGA CORTA,Amarillo,Amarillo 15-1049,2 to 5 years,CAMISETA,75.0,75,33990.0,8.192280468729533e-05,Yellow
999585,7,Moda,CAMISETA MANGA CORTA,Amarillo,Amarillo 15-1049,2 to 5 years,CAMISETA,141.0,124,33990.0,8.185405827776757e-05,Yellow
999587,7,Moda,CAMISETA MANGA CORTA,Amarillo,Amarillo 15-1049,2 to 5 years,CAMISETA,181.0,181,33990.0,8.210783980170748e-05,Yellow
999589,7,Moda,CAMISETA MANGA CORTA,Amarillo,Amarillo 15-1049,2 to 5 years,CAMISETA,238.0,190,33990.0,8.479654885171953e-05,Yellow
999591,7,Moda,CAMISETA MANGA CORTA,Amarillo,Amarillo 15-1049,2 to 5 years,CAMISETA,365.0,211,33990.0,7.932071909338828e-05,Yellow
999854,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,9.0,9,33990.0,8.301510874979246e-05,White
999855,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 12-0109,2 to 5 years,CAMISETA,10.0,10,33990.0,6.917925729149372e-05,Green
999857,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,25.0,25,33990.0,9.023381385847008e-05,White
999858,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 12-0109,2 to 5 years,CAMISETA,23.0,23,33990.0,7.955614588521777e-05,Green
999860,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,41.0,41,33990.0,8.509048646853737e-05,White
999861,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 12-0109,2 to 5 years,CAMISETA,30.0,30,33990.0,8.033720201592822e-05,Green
999863,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,26.0,26,33990.0,8.301510874979247e-05,White
999864,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 12-0109,2 to 5 years,CAMISETA,40.0,40,33990.0,8.099034999979761e-05,Green
999866,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,40.0,40,33990.0,7.906200833313576e-05,White
999867,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 12-0109,2 to 5 years,CAMISETA,51.0,51,33990.0,8.301510874979257e-05,Green
999906,8,Moda,CAMISETA MANGA CORTA,Azul,Azul 14-4311,2 to 5 years,CAMISETA,16.0,16,35990.0,8.66325911808022e-05,Blue
999908,8,Moda,CAMISETA MANGA CORTA,Azul,Azul 14-4311,2 to 5 years,CAMISETA,20.0,20,35990.0,8.663259118080218e-05,Blue
999910,8,Moda,CAMISETA MANGA CORTA,Azul,Azul 14-4311,2 to 5 years,CAMISETA,52.0,52,35990.0,8.663259118080221e-05,Blue
999912,8,Moda,CAMISETA MANGA CORTA,Azul,Azul 14-4311,2 to 5 years,CAMISETA,53.0,53,35990.0,8.66325911808022e-05,Blue
999914,8,Moda,CAMISETA MANGA CORTA,Azul,Azul 14-4311,2 to 5 years,CAMISETA,63.0,63,35990.0,8.396697299062363e-05,Blue
999964,8,Moda,CAMISETA MANGA CORTA,Rosado,Rosa 13-1310,2 to 5 years,CAMISETA,3.0,3,35990.0,6.497444338560166e-05,Pink
999965,8,Moda,CAMISETA MANGA CORTA,Arena,Arena 11-0507,2 to 5 years,CAMISETA,4.0,4,35990.0,8.663259118080222e-05,Yellow
999966,8,Moda,CAMISETA MANGA CORTA,Rosado,Rosa 13-1310,2 to 5 years,CAMISETA,8.0,8,35990.0,7.700674771626864e-05,Pink
999967,8,Moda,CAMISETA MANGA CORTA,Arena,Arena 11-0507,2 to 5 years,CAMISETA,14.0,14,35990.0,7.134448685477828e-05,Yellow
999968,8,Moda,CAMISETA MANGA CORTA,Rosado,Rosa 13-1310,2 to 5 years,CAMISETA,18.0,18,35990.0,8.663259118080218e-05,Pink
999969,8,Moda,CAMISETA MANGA CORTA,Arena,Arena 11-0507,2 to 5 years,CAMISETA,23.0,23,35990.0,8.302289988160209e-05,Yellow
999970,8,Moda,CAMISETA MANGA CORTA,Rosado,Rosa 13-1310,2 to 5 years,CAMISETA,21.0,21,35990.0,8.66325911808022e-05,Pink
999972,8,Moda,CAMISETA MANGA CORTA,Rosado,Rosa 13-1310,2 to 5 years,CAMISETA,35.0,35,35990.0,8.422613031466884e-05,Pink
1000004,8,Moda,CAMISETA MANGA CORTA,Gris,Gris 11-0601,6 to 16 years,CAMISETA,16.0,16,39990.0,8.153655640546089e-05,Gray
1000005,8,Moda,CAMISETA MANGA CORTA,Rosado,Rosa 13-1310,6 to 16 years,CAMISETA,9.0,9,39990.0,9.74616650784025e-05,Pink
1000006,8,Moda,CAMISETA MANGA CORTA,Gris,Gris 11-0601,6 to 16 years,CAMISETA,18.0,18,39990.0,8.207298111865471e-05,Gray
1000007,8,Moda,CAMISETA MANGA CORTA,Rosado,Rosa 13-1310,6 to 16 years,CAMISETA,6.0,6,39990.0,8.663259118080222e-05,Pink
1000008,8,Moda,CAMISETA MANGA CORTA,Gris,Gris 11-0601,6 to 16 years,CAMISETA,22.0,22,39990.0,7.9413208582402e-05,Gray
1000009,8,Moda,CAMISETA MANGA CORTA,Rosado,Rosa 13-1310,6 to 16 years,CAMISETA,10.0,10,39990.0,9.625843464533581e-05,Pink
1000010,8,Moda,CAMISETA MANGA CORTA,Gris,Gris 11-0601,6 to 16 years,CAMISETA,43.0,43,39990.0,8.86952719232023e-05,Gray
1000011,8,Moda,CAMISETA MANGA CORTA,Rosado,Rosa 13-1310,6 to 16 years,CAMISETA,16.0,16,39990.0,9.240809725952234e-05,Pink
1000014,8,Moda,CAMISETA MANGA CORTA,Gris,Gris 11-0601,6 to 16 years,CAMISETA,13.0,13,39990.0,8.663259118080221e-05,Gray
1000015,8,Moda,CAMISETA MANGA CORTA,Rosado,Rosa 13-1310,6 to 16 years,CAMISETA,4.0,4,39990.0,8.663259118080222e-05,Pink
1000016,8,Moda,CAMISETA MANGA CORTA,Gris,Gris 11-0601,6 to 16 years,CAMISETA,10.0,10,39990.0,8.663259118080222e-05,Gray
1000017,8,Moda,CAMISETA MANGA CORTA,Rosado,Rosa 13-1310,6 to 16 years,CAMISETA,9.0,9,39990.0,9.74616650784025e-05,Pink
1000080,8,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,11.0,11,39990.0,7.941320858240204e-05,White
1000081,8,Moda,CAMISETA MANGA CORTA,Gris Jaspe,Gris Jaspe,6 to 16 years,CAMISETA,40.0,40,39990.0,8.88539396726177e-05,Gray
1000082,8,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,9.0,9,39990.0,8.663259118080222e-05,White
1000083,8,Moda,CAMISETA MANGA CORTA,Gris Jaspe,Gris Jaspe,6 to 16 years,CAMISETA,33.0,33,39990.0,8.93398596552023e-05,Gray
1000084,8,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,10.0,10,39990.0,7.875690107345656e-05,White
1000085,8,Moda,CAMISETA MANGA CORTA,Gris Jaspe,Gris Jaspe,6 to 16 years,CAMISETA,26.0,26,39990.0,8.66325911808022e-05,Gray
1000086,8,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,12.0,12,39990.0,8.663259118080222e-05,White
1000087,8,Moda,CAMISETA MANGA CORTA,Gris Jaspe,Gris Jaspe,6 to 16 years,CAMISETA,27.0,27,39990.0,8.353857006720214e-05,Gray
1000090,8,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,18.0,18,39990.0,8.663259118080218e-05,White
1000091,8,Moda,CAMISETA MANGA CORTA,Gris Jaspe,Gris Jaspe,6 to 16 years,CAMISETA,35.0,35,39990.0,8.422613031466885e-05,Gray
1000092,8,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,21.0,21,39990.0,8.269474612712935e-05,White
1000093,8,Moda,CAMISETA MANGA CORTA,Gris Jaspe,Gris Jaspe,6 to 16 years,CAMISETA,50.0,50,39990.0,9.024228248000231e-05,Gray
1000592,8,Moda,DENIM,Indigo Medio,Indigo Medio,2 to 5 years,DENIM,26.0,26,89990.0,8.663259118080221e-05,Blue
1000593,8,Moda,DENIM,Indigo Medio,Indigo Medio,2 to 5 years,DENIM,42.0,42,89990.0,8.87455812096023e-05,Blue
1000594,8,Moda,DENIM,Indigo Medio,Indigo Medio,2 to 5 years,DENIM,55.0,55,89990.0,8.66325911808022e-05,Blue
1000595,8,Moda,DENIM,Indigo Medio,Indigo Medio,2 to 5 years,DENIM,69.0,69,89990.0,8.539498273536211e-05,Blue
1000596,8,Moda,DENIM,Indigo Medio,Indigo Medio,2 to 5 years,DENIM,116.0,115,89990.0,8.893257147763753e-05,Blue
1001051,8,Moda,DENIM,Indigo Oscuro,Indigo Oscuro,6 to 16 years,DENIM,9.0,9,99990.0,8.663259118080222e-05,Blue
1001052,8,Moda,DENIM,Indigo Oscuro,Indigo Oscuro,6 to 16 years,DENIM,15.0,15,99990.0,8.66325911808022e-05,Blue
1001053,8,Moda,DENIM,Indigo Oscuro,Indigo Oscuro,6 to 16 years,DENIM,8.0,8,99990.0,8.663259118080222e-05,Blue
1001054,8,Moda,DENIM,Indigo Oscuro,Indigo Oscuro,6 to 16 years,DENIM,7.0,7,99990.0,8.663259118080222e-05,Blue
1001056,8,Moda,DENIM,Indigo Oscuro,Indigo Oscuro,6 to 16 years,DENIM,11.0,11,99990.0,8.663259118080222e-05,Blue
1001057,8,Moda,DENIM,Indigo Oscuro,Indigo Oscuro,6 to 16 years,DENIM,11.0,11,99990.0,8.663259118080222e-05,Blue
1001386,7,Moda,CAMISA MANGA CORTA,Verde,Amarillo 11-0104,6 to 16 years,CAMISA,105.0,96,69990.0,8.301510874979262e-05,Green
1001387,7,Moda,CAMISA MANGA CORTA,Verde,Amarillo 11-0104,6 to 16 years,CAMISA,75.0,75,69990.0,8.301510874979261e-05,Green
1001388,7,Moda,CAMISA MANGA CORTA,Verde,Amarillo 11-0104,6 to 16 years,CAMISA,87.0,86,69990.0,8.301510874979262e-05,Green
1001389,7,Moda,CAMISA MANGA CORTA,Verde,Amarillo 11-0104,6 to 16 years,CAMISA,68.0,68,69990.0,8.30151087497926e-05,Green
1001391,7,Moda,CAMISA MANGA CORTA,Verde,Amarillo 11-0104,6 to 16 years,CAMISA,103.0,92,69990.0,8.301510874979262e-05,Green
1001392,7,Moda,CAMISA MANGA CORTA,Verde,Amarillo 11-0104,6 to 16 years,CAMISA,102.0,93,69990.0,8.383704051959254e-05,Green
1001545,7,Moda,LEGGINGS,Gris,Gris 19-3905,6 to 16 years,PANTALON LARGO,44.0,42,33990.0,8.301510874979255e-05,Gray
1001546,7,Moda,LEGGINGS,Verde,Verde 18-0426,6 to 16 years,PANTALON LARGO,48.0,48,33990.0,7.969450439980087e-05,Green
1001547,7,Moda,LEGGINGS,Gris,Gris 19-3905,6 to 16 years,PANTALON LARGO,31.0,31,33990.0,7.798389003768387e-05,Gray
1001548,7,Moda,LEGGINGS,Verde,Verde 18-0426,6 to 16 years,PANTALON LARGO,41.0,41,33990.0,8.103855854146416e-05,Green
1001549,7,Moda,LEGGINGS,Gris,Gris 19-3905,6 to 16 years,PANTALON LARGO,46.0,28,33990.0,8.301510874979257e-05,Gray
1001550,7,Moda,LEGGINGS,Verde,Verde 18-0426,6 to 16 years,PANTALON LARGO,48.0,38,33990.0,8.47813876593626e-05,Green
1001551,7,Moda,LEGGINGS,Gris,Gris 19-3905,6 to 16 years,PANTALON LARGO,37.0,37,33990.0,8.0830500624798e-05,Gray
1001552,7,Moda,LEGGINGS,Verde,Verde 18-0426,6 to 16 years,PANTALON LARGO,49.0,49,33990.0,8.474459018207991e-05,Green
1001555,7,Moda,LEGGINGS,Gris,Gris 19-3905,6 to 16 years,PANTALON LARGO,26.0,26,33990.0,7.994047509239275e-05,Gray
1001556,7,Moda,LEGGINGS,Verde,Verde 18-0426,6 to 16 years,PANTALON LARGO,39.0,39,33990.0,8.301510874979254e-05,Green
1001557,7,Moda,LEGGINGS,Gris,Gris 19-3905,6 to 16 years,PANTALON LARGO,43.0,43,33990.0,8.301510874979255e-05,Gray
1001558,7,Moda,LEGGINGS,Verde,Verde 18-0426,6 to 16 years,PANTALON LARGO,50.0,50,33990.0,8.138736151940449e-05,Green
1001559,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,0 to 24 months,CAMISETA,35.0,23,19990.0,8.545672959537466e-05,White
1001561,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,0 to 24 months,CAMISETA,292.0,61,19990.0,8.387685728352753e-05,White
1001563,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,0 to 24 months,CAMISETA,598.0,74,19990.0,8.329368294022822e-05,White
1001565,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,0 to 24 months,CAMISETA,132.0,53,19990.0,8.301510874979264e-05,White
1001567,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,0 to 24 months,CAMISETA,172.0,55,19990.0,8.350057722201366e-05,White
1001657,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 13-6110,2 to 5 years,CAMISETA,49.0,49,35990.0,8.474459018207991e-05,Green
1001659,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 13-6110,2 to 5 years,CAMISETA,72.0,72,35990.0,8.077145716196038e-05,Green
1001661,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 13-6110,2 to 5 years,CAMISETA,104.0,104,35990.0,8.464285598018072e-05,Green
1001663,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 13-6110,2 to 5 years,CAMISETA,129.0,129,35990.0,8.174770250933779e-05,Green
1001665,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 13-6110,2 to 5 years,CAMISETA,229.0,229,35990.0,8.301510874979265e-05,Green
1001761,8,Moda,CONJUNTO CORTO,Verde,Verde 18-0426,2 to 5 years,CONJUNTO,17.0,17,59990.0,8.181966944853541e-05,Green
1001763,8,Moda,CONJUNTO CORTO,Verde,Verde 18-0426,2 to 5 years,CONJUNTO,37.0,37,59990.0,8.43527861497285e-05,Green
1001765,8,Moda,CONJUNTO CORTO,Verde,Verde 18-0426,2 to 5 years,CONJUNTO,56.0,56,59990.0,7.580351728320192e-05,Green
1001767,8,Moda,CONJUNTO CORTO,Verde,Verde 18-0426,2 to 5 years,CONJUNTO,67.0,67,59990.0,8.291976584448205e-05,Green
1001769,8,Moda,CONJUNTO CORTO,Verde,Verde 18-0426,2 to 5 years,CONJUNTO,100.0,100,59990.0,8.410931182602143e-05,Green
1001810,6,Moda,CONJUNTO LARGO,Blanco,Blanco 10-0000,2 to 5 years,CONJUNTO,88.0,46,49990.0,7.810759498726747e-05,White
1001811,6,Moda,CONJUNTO LARGO,Gris Jaspe,Gris Jaspe,2 to 5 years,CONJUNTO,78.0,46,49990.0,7.899518129394097e-05,Gray
1001811,8,Moda,CONJUNTO LARGO,Gris Jaspe,Gris Jaspe,2 to 5 years,CONJUNTO,68.0,21,49990.0,8.663259118080214e-05,Gray
1001812,6,Moda,CONJUNTO LARGO,Blanco,Blanco 10-0000,2 to 5 years,CONJUNTO,151.0,86,49990.0,7.84754761538495e-05,White
1001813,6,Moda,CONJUNTO LARGO,Gris Jaspe,Gris Jaspe,2 to 5 years,CONJUNTO,121.0,82,49990.0,7.83476798079252e-05,Gray
1001813,8,Moda,CONJUNTO LARGO,Gris Jaspe,Gris Jaspe,2 to 5 years,CONJUNTO,91.0,31,49990.0,8.759517552725544e-05,Gray
1001814,6,Moda,CONJUNTO LARGO,Blanco,Blanco 10-0000,2 to 5 years,CONJUNTO,180.0,128,49990.0,7.98827676006148e-05,White
1001815,6,Moda,CONJUNTO LARGO,Gris Jaspe,Gris Jaspe,2 to 5 years,CONJUNTO,148.0,131,49990.0,8.00773070650911e-05,Gray
1001815,8,Moda,CONJUNTO LARGO,Gris Jaspe,Gris Jaspe,2 to 5 years,CONJUNTO,141.0,88,49990.0,8.725139540352205e-05,Gray
1001816,6,Moda,CONJUNTO LARGO,Blanco,Blanco 10-0000,2 to 5 years,CONJUNTO,221.0,152,49990.0,7.724750029186287e-05,White
1001817,6,Moda,CONJUNTO LARGO,Gris Jaspe,Gris Jaspe,2 to 5 years,CONJUNTO,201.0,177,49990.0,7.939015720041104e-05,Gray
1001817,8,Moda,CONJUNTO LARGO,Gris Jaspe,Gris Jaspe,2 to 5 years,CONJUNTO,180.0,141,49990.0,8.760599108170989e-05,Gray
1001818,6,Moda,CONJUNTO LARGO,Blanco,Blanco 10-0000,2 to 5 years,CONJUNTO,362.0,242,49990.0,7.987780901789544e-05,White
1001819,6,Moda,CONJUNTO LARGO,Gris Jaspe,Gris Jaspe,2 to 5 years,CONJUNTO,292.0,250,49990.0,7.899518129394096e-05,Gray
1001819,8,Moda,CONJUNTO LARGO,Gris Jaspe,Gris Jaspe,2 to 5 years,CONJUNTO,266.0,160,49990.0,8.534914538553083e-05,Gray
1002067,6,Moda,CONJUNTO CORTO,Rojo,Rojo 18-1660,2 to 5 years,CONJUNTO,165.0,66,65990.0,7.85193067078332e-05,Red
1002068,6,Moda,CONJUNTO CORTO,Rosado,Coral 12-0915,2 to 5 years,CONJUNTO,52.0,52,65990.0,7.606943383860986e-05,Pink
1002068,8,Moda,CONJUNTO CORTO,Rosado,Coral 12-0915,2 to 5 years,CONJUNTO,44.0,44,65990.0,8.864730260361162e-05,Pink
1002069,6,Moda,CONJUNTO CORTO,Rojo,Rojo 18-1660,2 to 5 years,CONJUNTO,278.0,168,65990.0,8.01483956194e-05,Red
1002070,6,Moda,CONJUNTO CORTO,Rosado,Coral 12-0915,2 to 5 years,CONJUNTO,77.0,77,65990.0,7.699530328649943e-05,Pink
1002070,8,Moda,CONJUNTO CORTO,Rosado,Coral 12-0915,2 to 5 years,CONJUNTO,41.0,41,65990.0,8.45699104384022e-05,Pink
1002071,6,Moda,CONJUNTO CORTO,Rojo,Rojo 18-1660,2 to 5 years,CONJUNTO,256.0,214,65990.0,7.808017919401126e-05,Red
1002072,6,Moda,CONJUNTO CORTO,Rosado,Coral 12-0915,2 to 5 years,CONJUNTO,112.0,112,65990.0,7.829610889310972e-05,Pink
1002072,8,Moda,CONJUNTO CORTO,Rosado,Coral 12-0915,2 to 5 years,CONJUNTO,66.0,66,65990.0,8.533956743183495e-05,Pink
1002073,6,Moda,CONJUNTO CORTO,Rojo,Rojo 18-1660,2 to 5 years,CONJUNTO,302.0,261,65990.0,7.720564644262189e-05,Red
1002074,6,Moda,CONJUNTO CORTO,Rosado,Coral 12-0915,2 to 5 years,CONJUNTO,106.0,106,65990.0,7.753230756627544e-05,Pink
1002074,8,Moda,CONJUNTO CORTO,Rosado,Coral 12-0915,2 to 5 years,CONJUNTO,74.0,74,65990.0,8.903905204693551e-05,Pink
1002075,6,Moda,CONJUNTO CORTO,Rojo,Rojo 18-1660,2 to 5 years,CONJUNTO,369.0,274,65990.0,7.77312583932377e-05,Red
1002076,6,Moda,CONJUNTO CORTO,Rosado,Coral 12-0915,2 to 5 years,CONJUNTO,160.0,160,65990.0,8.102069876301671e-05,Pink
1002076,8,Moda,CONJUNTO CORTO,Rosado,Coral 12-0915,2 to 5 years,CONJUNTO,80.0,80,65990.0,8.451960115200206e-05,Pink
1002187,8,Moda,SET,Mostaza,Gris 11-0601,6 to 16 years,SET,71.0,71,65990.0,8.542936074773547e-05,Yellow
1002188,8,Moda,SET,Rosado,Rosa 13-1310,6 to 16 years,SET,42.0,42,65990.0,8.26947461271294e-05,Pink
1002189,8,Moda,SET,Mostaza,Gris 11-0601,6 to 16 years,SET,95.0,57,65990.0,8.573016835600207e-05,Yellow
1002190,8,Moda,SET,Rosado,Rosa 13-1310,6 to 16 years,SET,68.0,52,65990.0,8.41573742899221e-05,Pink
1002191,8,Moda,SET,Mostaza,Gris 11-0601,6 to 16 years,SET,119.0,52,65990.0,8.591065292096203e-05,Yellow
1002192,8,Moda,SET,Rosado,Rosa 13-1310,6 to 16 years,SET,87.0,50,65990.0,8.10433917497826e-05,Pink
1002193,8,Moda,SET,Mostaza,Gris 11-0601,6 to 16 years,SET,224.0,37,65990.0,8.624755744222064e-05,Yellow
1002194,8,Moda,SET,Rosado,Rosa 13-1310,6 to 16 years,SET,170.0,29,65990.0,8.612596784056341e-05,Pink
1002197,8,Moda,SET,Mostaza,Gris 11-0601,6 to 16 years,SET,31.0,31,65990.0,7.898853901779025e-05,Yellow
1002198,8,Moda,SET,Rosado,Rosa 13-1310,6 to 16 years,SET,39.0,39,65990.0,8.663259118080225e-05,Pink
1002199,8,Moda,SET,Mostaza,Gris 11-0601,6 to 16 years,SET,69.0,65,65990.0,8.921863867873652e-05,Yellow
1002200,8,Moda,SET,Rosado,Rosa 13-1310,6 to 16 years,SET,48.0,48,65990.0,8.48645791158879e-05,Pink
1002319,8,Moda,SET,Azul,Azul 19-4024,2 to 5 years,SET,118.0,55,55990.0,8.448467569698052e-05,Blue
1002320,8,Moda,SET,Amarillo,Amarillo 12-0824,2 to 5 years,SET,176.0,36,55990.0,8.6632591180802e-05,Yellow
1002321,8,Moda,SET,Azul,Azul 19-4024,2 to 5 years,SET,198.0,146,55990.0,8.408457379313135e-05,Blue
1002322,8,Moda,SET,Amarillo,Amarillo 12-0824,2 to 5 years,SET,298.0,83,55990.0,8.692428340699996e-05,Yellow
1002323,8,Moda,SET,Azul,Azul 19-4024,2 to 5 years,SET,240.0,179,55990.0,8.591661935286147e-05,Blue
1002324,8,Moda,SET,Amarillo,Amarillo 12-0824,2 to 5 years,SET,358.0,120,55990.0,8.761149051617825e-05,Yellow
1002325,8,Moda,SET,Azul,Azul 19-4024,2 to 5 years,SET,350.0,243,55990.0,8.541241384022728e-05,Blue
1002326,8,Moda,SET,Amarillo,Amarillo 12-0824,2 to 5 years,SET,392.0,142,55990.0,8.8437436830402e-05,Yellow
1002327,8,Moda,SET,Azul,Azul 19-4024,2 to 5 years,SET,405.0,280,55990.0,8.727910305528555e-05,Blue
1002328,8,Moda,SET,Amarillo,Amarillo 12-0824,2 to 5 years,SET,390.0,145,55990.0,8.64110244514393e-05,Yellow
1002343,6,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,205.0,147,75990.0,8.016837705573251e-05,Green
1002344,6,Moda,CONJUNTO CORTO,Verde Neón,Verde 12-0741,6 to 16 years,CONJUNTO,332.0,140,75990.0,8.352356748276554e-05,Green
1002345,6,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,213.0,140,75990.0,7.545279648255379e-05,Green
1002346,6,Moda,CONJUNTO CORTO,Verde Neón,Verde 12-0741,6 to 16 years,CONJUNTO,323.0,124,75990.0,7.526679515617374e-05,Green
1002347,6,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,213.0,151,75990.0,7.826034239818367e-05,Green
1002348,6,Moda,CONJUNTO CORTO,Verde Neón,Verde 12-0741,6 to 16 years,CONJUNTO,281.0,73,75990.0,7.871505653757948e-05,Green
1002349,6,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,236.0,168,75990.0,7.933133100157495e-05,Green
1002350,6,Moda,CONJUNTO CORTO,Verde Neón,Verde 12-0741,6 to 16 years,CONJUNTO,296.0,74,75990.0,7.872920425254718e-05,Green
1002353,6,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,153.0,106,75990.0,8.004147508591397e-05,Green
1002354,6,Moda,CONJUNTO CORTO,Verde Neón,Verde 12-0741,6 to 16 years,CONJUNTO,261.0,145,75990.0,7.869367296839165e-05,Green
1002355,6,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,187.0,123,75990.0,7.984918325387583e-05,Green
1002356,6,Moda,CONJUNTO CORTO,Verde Neón,Verde 12-0741,6 to 16 years,CONJUNTO,293.0,153,75990.0,8.036662541362743e-05,Green
